2026-05-12 13:20:40 | INFO | Detected intent: restricted_operation
2026-05-17 09:34:19 | INFO | Stored vectors: 26
2026-05-17 09:35:41 | INFO | Safe response approved
2026-05-17 09:35:53 | INFO | Safe response approved
2026-05-17 09:46:22 | INFO | [ROUTER] Intent detected: policy_information
2026-05-17 09:46:22 | INFO | [AGENT] Policy Information Agent: Starting execution
2026-05-17 09:46:22 | ERROR | [AGENT] Policy Information Agent: Error - 'VectorStoreRetriever' object has no attribute 'get_relevant_documents'
2026-05-17 09:46:24 | INFO | [SAFETY] Status: SAFE - Response approved
2026-05-17 09:46:24 | INFO | [RESPONSE] Final: I'm unable to process the policy information request at the moment. Please try a...
2026-05-17 09:46:29 | INFO | [ROUTER] Intent detected: policy_information
2026-05-17 09:46:29 | INFO | [AGENT] Policy Information Agent: Starting execution
2026-05-17 09:46:29 | ERROR | [AGENT] Policy Information Agent: Error - 'VectorStoreRetriever' object has no attribute 'get_relevant_documents'
2026-05-17 09:46:30 | INFO | [SAFETY] Status: SAFE - Response approved
2026-05-17 09:46:30 | INFO | [RESPONSE] Final: I'm unable to process the policy information request at the moment. Please try a...
2026-05-17 09:49:24 | INFO | [ROUTER] Intent detected: policy_information
2026-05-17 09:49:24 | INFO | [AGENT] Policy Information Agent: Starting execution
2026-05-17 09:49:28 | INFO | [AGENT] Policy Information Agent: Response received
2026-05-17 09:49:30 | INFO | [SAFETY] Status: SAFE - Response approved
2026-05-17 09:49:30 | INFO | [RESPONSE] Final: [Summary]  
Collision coverage helps pay for repair expenses resulting from acci...
2026-05-17 09:50:22 | INFO | [ROUTER] Intent detected: policy_information
2026-05-17 09:50:22 | INFO | [AGENT] Policy Information Agent: Starting execution
2026-05-17 09:50:27 | INFO | [AGENT] Policy Information Agent: Response received
2026-05-17 09:50:28 | INFO | [SAFETY] Status: SAFE - Response approved
2026-05-17 09:50:28 | INFO | [RESPONSE] Final: [Summary]  
- Collision coverage is an auto insurance component that helps pay f...
2026-05-17 09:54:50 | INFO | [ROUTER] Intent detected: policy_information
2026-05-17 09:54:50 | INFO | [AGENT] Policy Information Agent: Starting execution
2026-05-17 09:54:53 | INFO | [ROUTER] Intent detected: policy_information
2026-05-17 09:54:53 | INFO | [AGENT] Policy Information Agent: Starting execution
2026-05-17 09:54:54 | INFO | [AGENT] Policy Information Agent: Response received
2026-05-17 09:54:56 | INFO | [SAFETY] Status: SAFE - Response approved
2026-05-17 09:54:56 | INFO | [RESPONSE] Final: [Summary]  
- The waiting period in a maternity policy is the specified time fra...
2026-05-17 09:54:56 | INFO | [AGENT] Policy Information Agent: Response received
2026-05-17 09:54:58 | INFO | [SAFETY] Status: SAFE - Response approved
2026-05-17 09:54:58 | INFO | [RESPONSE] Final: [Summary]  
The waiting period for maternity coverage is typically 24 months, bu...
